Date,Product_ID,Category,Units_Sold,Unit_Price,Discount,Channel
2025-03-30,P114,Home Decor,49,24.764017181428876,0,Meta Ads
2025-03-30,P114,Kitchen,41,75.89829767995379,0,Email
2025-03-30,P104,Kitchen,28,86.02913340876803,10,Google Ads
2025-03-30,P119,Kitchen,23,21.147847570617817,0,Meta Ads
2025-03-30,P106,Kitchen,40,69.31325092636898,0,Google Ads
2025-03-30,P104,Kitchen,37,24.30304511635981,0,Google Ads
2025-03-30,P115,Kitchen,49,33.21540779792551,5,Organic Search
2025-03-30,P120,Kitchen,31,87.02068346023569,15,Email
2025-03-30,P111,Kitchen,30,76.71578289053082,0,Email
2025-03-30,P110,Outdoor,17,88.52645574167471,0,Meta Ads
2025-03-30,P113,Outdoor,49,97.17110368439049,0,Email
2025-03-30,P103,Outdoor,9,103.40302451313991,0,Meta Ads
2025-03-30,P117,Outdoor,9,89.13199580472258,5,Meta Ads
2025-03-30,P107,Outdoor,39,60.86932377459385,5,Organic Search
2025-03-30,P106,Outdoor,48,29.21217863915698,5,Google Ads
2025-03-30,P104,Outdoor,28,20.990745720881705,0,Google Ads
2025-03-30,P107,Outdoor,32,97.64829327316842,15,Google Ads
2025-03-30,P116,Outdoor,46,103.70289081003224,0,Email
2025-03-30,P113,Electronics,47,21.578586362812224,10,Organic Search
2025-03-30,P104,Electronics,31,51.47104925717848,10,Meta Ads
2025-03-30,P118,Electronics,15,116.15641559242279,0,Email
2025-03-30,P107,Electronics,30,58.973298502786946,0,Meta Ads
2025-03-30,P105,Electronics,22,30.22133259988079,5,Organic Search
2025-03-30,P117,Furniture,29,114.43877871256592,15,Meta Ads
2025-03-30,P109,Furniture,8,58.888943056400855,0,Google Ads
2025-03-30,P101,Furniture,38,57.41767701428756,0,Meta Ads
2025-03-30,P107,Furniture,21,79.35451689050467,0,Email
2025-03-30,P102,Furniture,25,29.800760889785774,5,Meta Ads
2025-03-30,P102,Furniture,20,58.235381866373395,5,Google Ads
2025-03-30,P112,Furniture,44,26.753272337260682,0,Google Ads
2025-03-30,P103,Furniture,36,42.15518766324407,0,Google Ads
2025-03-30,P104,Furniture,26,16.88429624969164,0,Email
2025-04-06,P114,Home Decor,45,73.81913712936574,5,Google Ads
2025-04-06,P117,Home Decor,29,24.88595056319828,0,Google Ads
2025-04-06,P112,Home Decor,39,26.074738495446212,5,Meta Ads
2025-04-06,P118,Home Decor,9,116.27004865958521,0,Google Ads
2025-04-06,P110,Home Decor,32,94.53559790288882,0,Google Ads
2025-04-06,P108,Home Decor,19,111.08445718273954,0,Email
2025-04-06,P110,Home Decor,10,98.29244179601672,0,Meta Ads
2025-04-06,P103,Home Decor,31,44.07497117466994,15,Meta Ads
2025-04-06,P101,Kitchen,12,108.86891955082639,5,Google Ads
2025-04-06,P111,Kitchen,34,79.60629263232921,0,Meta Ads
2025-04-06,P109,Kitchen,20,118.78367888826804,0,Organic Search
2025-04-06,P113,Kitchen,32,107.60241462198762,0,Meta Ads
2025-04-06,P105,Kitchen,37,18.083236705751194,10,Meta Ads
2025-04-06,P105,Outdoor,32,105.10859058150221,10,Organic Search
2025-04-06,P118,Outdoor,48,118.74688449854128,10,Google Ads
2025-04-06,P112,Outdoor,25,41.703808023723255,10,Meta Ads
2025-04-06,P112,Outdoor,30,40.65569378257895,0,Meta Ads
2025-04-06,P101,Outdoor,38,51.533848216127495,0,Google Ads
2025-04-06,P111,Outdoor,26,92.4972579505443,10,Email
2025-04-06,P103,Electronics,20,26.166091256856333,0,Google Ads
2025-04-06,P115,Electronics,13,83.8046530176241,15,Google Ads
2025-04-06,P103,Electronics,29,37.630636223089844,0,Email
2025-04-06,P103,Electronics,18,109.87882365641349,0,Email
2025-04-06,P109,Electronics,17,109.37897575892598,5,Email
2025-04-06,P106,Electronics,27,32.75351238737922,0,Email
2025-04-06,P114,Electronics,40,55.06925368605601,0,Meta Ads
2025-04-06,P114,Furniture,29,59.25162436582098,0,Meta Ads
2025-04-06,P106,Furniture,23,117.14151390366901,10,Google Ads
2025-04-06,P119,Furniture,24,118.0888627923659,5,Organic Search
2025-04-06,P109,Furniture,23,106.63915315444343,0,Meta Ads
2025-04-06,P106,Furniture,40,25.136119370521286,0,Google Ads
2025-04-06,P101,Furniture,29,101.57615484913838,0,Meta Ads
2025-04-06,P109,Furniture,34,77.87487112026659,0,Google Ads
2025-04-13,P108,Home Decor,26,108.69176230466348,0,Organic Search
2025-04-13,P116,Home Decor,34,60.06417230661747,0,Google Ads
2025-04-13,P114,Home Decor,25,21.682295475097447,10,Organic Search
2025-04-13,P103,Home Decor,13,110.5108160408422,5,Meta Ads
2025-04-13,P117,Home Decor,36,75.03609696507382,0,Google Ads
2025-04-13,P115,Home Decor,16,63.765489803681994,0,Google Ads
2025-04-13,P119,Home Decor,33,32.91110071349445,10,Organic Search
2025-04-13,P106,Home Decor,33,82.1585839236566,5,Meta Ads
2025-04-13,P104,Kitchen,49,116.93045167985221,0,Meta Ads
2025-04-13,P102,Kitchen,45,68.15793624699629,5,Meta Ads
2025-04-13,P106,Kitchen,22,52.994574786539566,0,Organic Search
2025-04-13,P108,Kitchen,46,117.01093254461031,0,Google Ads
2025-04-13,P117,Kitchen,18,79.13190746295567,0,Email
2025-04-13,P117,Kitchen,42,104.68427975330295,0,Meta Ads
2025-04-13,P108,Kitchen,37,50.58036818056892,10,Google Ads
2025-04-13,P117,Kitchen,46,45.816326436852776,10,Google Ads
2025-04-13,P105,Outdoor,21,26.953031315043148,0,Google Ads
2025-04-13,P107,Outdoor,43,66.82239093571246,5,Meta Ads
2025-04-13,P119,Outdoor,49,56.43048793775287,0,Meta Ads
2025-04-13,P112,Outdoor,49,78.8300474795239,0,Organic Search
2025-04-13,P113,Outdoor,32,101.22581966777379,0,Email
2025-04-13,P114,Electronics,49,102.10669347085128,0,Google Ads
2025-04-13,P120,Electronics,6,84.8556707076958,10,Email
2025-04-13,P104,Electronics,23,77.61375948033867,0,Meta Ads
2025-04-13,P117,Electronics,19,93.73433026582896,0,Google Ads
2025-04-13,P109,Electronics,15,77.86270224350523,0,Email
2025-04-13,P119,Electronics,43,106.73835231396623,5,Organic Search
2025-04-13,P102,Electronics,7,71.06658461751519,0,Meta Ads
2025-04-13,P109,Furniture,39,62.12957252584437,0,Meta Ads
2025-04-13,P115,Furniture,25,99.84237614018807,0,Google Ads
2025-04-13,P106,Furniture,47,60.14276312596555,5,Organic Search
2025-04-13,P109,Furniture,34,61.87404922216613,5,Meta Ads
2025-04-13,P103,Furniture,48,111.24669976332677,0,Meta Ads
2025-04-20,P116,Home Decor,40,56.26229366125558,0,Google Ads
2025-04-20,P102,Home Decor,41,82.80275356003929,0,Google Ads
2025-04-20,P101,Home Decor,24,50.67572685086738,0,Meta Ads
2025-04-20,P118,Home Decor,47,55.516822803987175,5,Email
2025-04-20,P111,Home Decor,42,103.94964641784743,0,Meta Ads
2025-04-20,P116,Home Decor,16,73.76728670798369,0,Google Ads
2025-04-20,P117,Home Decor,9,38.99110840925093,15,Google Ads
2025-04-20,P111,Kitchen,30,19.094581320365716,0,Google Ads
2025-04-20,P110,Kitchen,10,94.40242946476857,0,Meta Ads
2025-04-20,P110,Kitchen,41,115.37147704030852,0,Organic Search
2025-04-20,P106,Kitchen,13,118.32138213709875,0,Email
2025-04-20,P115,Kitchen,21,55.478749997376845,0,Google Ads
2025-04-20,P104,Kitchen,45,73.13970596259117,0,Organic Search
2025-04-20,P119,Kitchen,38,42.23016421829492,0,Meta Ads
2025-04-20,P114,Outdoor,25,116.47382551597278,0,Email
2025-04-20,P119,Outdoor,28,119.96994943637097,0,Google Ads
2025-04-20,P102,Outdoor,21,92.13068192774838,0,Meta Ads
2025-04-20,P119,Outdoor,25,30.53833547341265,10,Google Ads
2025-04-20,P105,Outdoor,23,28.899099798672108,0,Meta Ads
2025-04-20,P111,Electronics,16,18.988064145434613,5,Meta Ads
2025-04-20,P107,Electronics,21,86.47936876085099,0,Google Ads
2025-04-20,P112,Electronics,23,68.85475369545574,0,Organic Search
2025-04-20,P120,Electronics,40,45.00727333021637,0,Organic Search
2025-04-20,P115,Electronics,21,105.88560029057798,15,Email
2025-04-20,P118,Electronics,8,99.69188094425908,0,Meta Ads
2025-04-20,P108,Furniture,21,82.2208227137605,0,Organic Search
2025-04-20,P108,Furniture,42,41.8849943360202,0,Google Ads
2025-04-20,P115,Furniture,35,92.07312507187716,5,Email
2025-04-20,P111,Furniture,14,29.115688587852794,0,Organic Search
2025-04-20,P116,Furniture,45,44.26978660352807,0,Organic Search
2025-04-27,P115,Home Decor,12,119.43810736379977,0,Organic Search
2025-04-27,P107,Home Decor,40,102.58518268507096,5,Google Ads
2025-04-27,P105,Home Decor,12,95.7368921213023,5,Google Ads
2025-04-27,P101,Home Decor,6,25.962433623548552,0,Organic Search
2025-04-27,P102,Home Decor,8,57.7461813581909,0,Google Ads
2025-04-27,P108,Kitchen,17,114.50724272626942,0,Google Ads
2025-04-27,P119,Kitchen,20,86.58360762946693,0,Meta Ads
2025-04-27,P102,Kitchen,20,65.21728784049847,0,Email
2025-04-27,P113,Kitchen,35,39.400353920885024,0,Email
2025-04-27,P108,Kitchen,31,17.312826728500784,0,Google Ads
2025-04-27,P107,Kitchen,45,38.02376600200695,0,Google Ads
2025-04-27,P119,Kitchen,29,27.906671238865695,10,Meta Ads
2025-04-27,P110,Outdoor,24,86.67480822845725,0,Organic Search
2025-04-27,P114,Outdoor,28,45.446862489078946,0,Organic Search
2025-04-27,P104,Outdoor,27,90.66879025472689,0,Google Ads
2025-04-27,P114,Outdoor,38,90.78076303530382,0,Organic Search
2025-04-27,P117,Outdoor,35,34.84915009639083,5,Meta Ads
2025-04-27,P118,Outdoor,42,109.05130622224814,0,Google Ads
2025-04-27,P106,Electronics,33,112.74317406638488,10,Google Ads
2025-04-27,P111,Electronics,31,105.98753808365412,0,Google Ads
2025-04-27,P118,Electronics,17,59.35037482935212,0,Organic Search
2025-04-27,P112,Electronics,21,87.13702298284049,0,Email
2025-04-27,P101,Electronics,29,88.90499462160477,0,Organic Search
2025-04-27,P111,Furniture,37,44.23613786629563,0,Email
2025-04-27,P104,Furniture,34,43.241643317515525,0,Email
2025-04-27,P119,Furniture,46,26.004846824745073,0,Email
2025-04-27,P107,Furniture,45,64.97661175622386,0,Meta Ads
2025-04-27,P114,Furniture,45,20.497277119684604,5,Email
2025-04-27,P118,Furniture,40,104.28654011758901,0,Meta Ads
2025-04-27,P109,Furniture,26,37.65277131352768,5,Organic Search
2025-04-27,P113,Furniture,13,29.343094883373126,5,Google Ads
2025-04-27,P118,Furniture,10,82.70742342234294,0,Email
2025-05-04,P104,Home Decor,47,53.61752871439605,0,Google Ads
2025-05-04,P110,Home Decor,14,16.542805808770154,0,Meta Ads
2025-05-04,P102,Home Decor,40,114.6288253622687,0,Google Ads
2025-05-04,P103,Home Decor,21,110.13691799706835,0,Meta Ads
2025-05-04,P111,Home Decor,30,86.14193808319008,0,Organic Search
2025-05-04,P116,Kitchen,44,28.80941802621968,10,Email
2025-05-04,P110,Kitchen,34,53.61203333453654,0,Email
2025-05-04,P107,Kitchen,29,96.17989676146051,0,Google Ads
2025-05-04,P120,Kitchen,16,15.142130700124156,0,Email
2025-05-04,P104,Kitchen,40,103.94138683330945,0,Meta Ads
2025-05-04,P111,Kitchen,27,96.93949297495294,0,Organic Search
2025-05-04,P104,Kitchen,33,38.96471316683841,0,Organic Search
2025-05-04,P113,Kitchen,27,85.52243956233313,0,Email
2025-05-04,P105,Outdoor,24,72.1706449440276,15,Meta Ads
2025-05-04,P109,Outdoor,30,35.562473834098355,0,Google Ads
2025-05-04,P110,Outdoor,23,30.431084506762016,10,Meta Ads
2025-05-04,P108,Outdoor,35,85.7836810312866,0,Organic Search
2025-05-04,P117,Outdoor,42,45.502973095499144,0,Organic Search
2025-05-04,P114,Electronics,9,67.21780684774211,0,Google Ads
2025-05-04,P101,Electronics,31,94.91427213250694,0,Organic Search
2025-05-04,P114,Electronics,42,112.50933013656271,5,Google Ads
2025-05-04,P114,Electronics,17,63.152784068953196,0,Meta Ads
2025-05-04,P106,Electronics,48,109.25584063118545,5,Meta Ads
2025-05-04,P116,Furniture,15,56.145121122953284,5,Organic Search
2025-05-04,P109,Furniture,39,67.31478005242366,0,Google Ads
2025-05-04,P112,Furniture,29,111.53567748013063,0,Google Ads
2025-05-04,P106,Furniture,30,16.489955186555555,10,Email
2025-05-04,P102,Furniture,47,69.75326206575456,15,Email
2025-05-11,P110,Home Decor,36,47.549993403037874,0,Meta Ads
2025-05-11,P111,Home Decor,24,74.3339578075394,5,Email
2025-05-11,P112,Home Decor,14,97.36419009035886,0,Google Ads
2025-05-11,P110,Home Decor,25,38.31796642279866,0,Organic Search
2025-05-11,P102,Home Decor,31,41.651213206452965,0,Meta Ads
2025-05-11,P103,Home Decor,49,27.442775477805913,0,Organic Search
2025-05-11,P102,Home Decor,36,68.83562602032595,0,Organic Search
2025-05-11,P103,Home Decor,34,111.4347753752679,15,Meta Ads
2025-05-11,P114,Home Decor,49,41.355145242541525,0,Email
2025-05-11,P118,Kitchen,5,35.11725930215671,10,Email
2025-05-11,P120,Kitchen,15,93.93607816910479,0,Google Ads
2025-05-11,P101,Kitchen,38,86.35274234906038,0,Google Ads
2025-05-11,P104,Kitchen,15,74.1490874134699,0,Meta Ads
2025-05-11,P112,Kitchen,23,30.10050678305544,0,Email
2025-05-11,P107,Kitchen,9,59.04203936551792,5,Organic Search
2025-05-11,P110,Kitchen,49,77.06868184214423,0,Organic Search
2025-05-11,P116,Outdoor,32,81.78445922189667,0,Organic Search
2025-05-11,P115,Outdoor,5,57.98826754078692,10,Organic Search
2025-05-11,P108,Outdoor,40,87.8298960347485,5,Google Ads
2025-05-11,P110,Outdoor,38,106.96772376929098,0,Organic Search
2025-05-11,P120,Outdoor,9,56.1415161447675,0,Meta Ads
2025-05-11,P109,Outdoor,10,20.73661410010209,15,Google Ads
2025-05-11,P107,Outdoor,25,46.91396378677787,0,Google Ads
2025-05-11,P115,Electronics,16,38.550815744929736,5,Google Ads
2025-05-11,P115,Electronics,17,59.37606568642896,0,Meta Ads
2025-05-11,P105,Electronics,31,43.50105065159102,0,Email
2025-05-11,P116,Electronics,40,118.41013229005996,5,Organic Search
2025-05-11,P108,Electronics,35,94.15211855976796,0,Email
2025-05-11,P102,Electronics,13,43.22890795754855,5,Email
2025-05-11,P117,Electronics,29,28.64384408813383,0,Email
2025-05-11,P101,Furniture,40,117.10409989921085,0,Email
2025-05-11,P102,Furniture,36,25.31467417985345,10,Email
2025-05-11,P115,Furniture,43,104.29951954988796,0,Email
2025-05-11,P102,Furniture,33,29.927896903909033,0,Organic Search
2025-05-11,P120,Furniture,7,27.48181107359256,5,Organic Search
2025-05-18,P101,Home Decor,30,32.11871037781705,5,Meta Ads
2025-05-18,P104,Home Decor,23,97.12798262458085,0,Meta Ads
2025-05-18,P114,Home Decor,18,103.54419954832225,0,Email
2025-05-18,P119,Home Decor,37,116.53870390189535,0,Email
2025-05-18,P101,Home Decor,20,105.57724947066379,0,Meta Ads
2025-05-18,P103,Home Decor,20,28.830078000804825,10,Organic Search
2025-05-18,P120,Home Decor,48,45.454780856055876,10,Email
2025-05-18,P119,Home Decor,12,41.299129373212395,5,Meta Ads
2025-05-18,P103,Home Decor,23,80.9393051734303,0,Organic Search
2025-05-18,P101,Kitchen,15,35.09990645245196,0,Meta Ads
2025-05-18,P106,Kitchen,32,57.475375485256315,0,Meta Ads
2025-05-18,P101,Kitchen,45,86.97160773829967,0,Google Ads
2025-05-18,P102,Kitchen,43,114.16710118290186,5,Google Ads
2025-05-18,P107,Kitchen,18,97.0045688295741,5,Email
2025-05-18,P120,Kitchen,22,113.83360706539442,10,Google Ads
2025-05-18,P108,Kitchen,33,117.5959444704152,0,Google Ads
2025-05-18,P105,Kitchen,45,92.47792340763365,5,Organic Search
2025-05-18,P117,Outdoor,16,22.77443288079654,5,Meta Ads
2025-05-18,P102,Outdoor,20,81.22354947167243,0,Meta Ads
2025-05-18,P106,Outdoor,47,77.51276443215343,0,Organic Search
2025-05-18,P115,Outdoor,31,60.18934871753329,5,Organic Search
2025-05-18,P119,Outdoor,6,43.077212925041835,0,Email
2025-05-18,P106,Electronics,14,62.322079868585874,5,Google Ads
2025-05-18,P106,Electronics,40,41.20005851801611,0,Meta Ads
2025-05-18,P104,Electronics,30,62.15389822614941,5,Organic Search
2025-05-18,P119,Electronics,26,80.64650080069643,0,Organic Search
2025-05-18,P113,Electronics,49,76.20723596444762,0,Meta Ads
2025-05-18,P104,Electronics,14,56.89870835245564,10,Organic Search
2025-05-18,P110,Electronics,10,117.58573021608906,0,Email
2025-05-18,P118,Furniture,25,111.0276097040987,0,Google Ads
2025-05-18,P115,Furniture,13,61.03042290322994,15,Organic Search
2025-05-18,P117,Furniture,45,40.41231839799211,5,Meta Ads
2025-05-18,P108,Furniture,27,20.251950566216784,10,Email
2025-05-18,P101,Furniture,9,23.100242696656096,10,Google Ads
2025-05-18,P111,Furniture,7,37.61116004516803,0,Meta Ads
2025-05-25,P116,Home Decor,22,99.53448344204459,10,Meta Ads
2025-05-25,P113,Home Decor,7,79.76227882451683,5,Email
2025-05-25,P114,Home Decor,46,59.88704328745971,0,Google Ads
2025-05-25,P111,Home Decor,32,111.10200441637141,10,Meta Ads
2025-05-25,P118,Home Decor,25,58.19064398241011,10,Email
2025-05-25,P106,Home Decor,40,71.17767798288796,0,Meta Ads
2025-05-25,P118,Kitchen,26,97.4352599800493,0,Organic Search
2025-05-25,P113,Kitchen,11,20.898488121481098,0,Meta Ads
2025-05-25,P104,Kitchen,5,95.26627644792795,0,Google Ads
2025-05-25,P118,Kitchen,42,31.74668756684262,0,Meta Ads
2025-05-25,P105,Kitchen,32,84.74303542384166,10,Email
2025-05-25,P113,Kitchen,23,26.59534565816578,0,Organic Search
2025-05-25,P104,Kitchen,31,69.07559426952093,0,Organic Search
2025-05-25,P120,Kitchen,49,47.31856232647829,10,Organic Search
2025-05-25,P104,Outdoor,46,43.507369189096124,0,Email
2025-05-25,P117,Outdoor,13,23.152281478822033,10,Google Ads
2025-05-25,P107,Outdoor,9,86.07878221466792,10,Google Ads
2025-05-25,P116,Outdoor,26,46.074003330158945,0,Email
2025-05-25,P113,Outdoor,27,60.10890217389815,5,Email
2025-05-25,P102,Outdoor,48,69.06800174089224,0,Meta Ads
2025-05-25,P101,Outdoor,47,91.9034558053302,10,Meta Ads
2025-05-25,P110,Outdoor,40,27.433579113472845,0,Email
2025-05-25,P111,Outdoor,23,50.24575246910126,5,Google Ads
2025-05-25,P109,Electronics,37,71.79502540299848,5,Meta Ads
2025-05-25,P115,Electronics,33,67.51183896804582,0,Email
2025-05-25,P101,Electronics,17,88.14586347782596,0,Email
2025-05-25,P107,Electronics,30,68.78989951056593,0,Google Ads
2025-05-25,P117,Electronics,43,59.02352442243231,0,Email
2025-05-25,P117,Electronics,7,73.87122096858974,5,Organic Search
2025-05-25,P116,Electronics,32,88.21391900065498,5,Google Ads
2025-05-25,P116,Furniture,48,50.03098156287089,5,Google Ads
2025-05-25,P114,Furniture,23,104.77227205395481,10,Meta Ads
2025-05-25,P103,Furniture,34,83.01629445978593,0,Google Ads
2025-05-25,P116,Furniture,12,107.12179757894806,0,Google Ads
2025-05-25,P108,Furniture,32,72.28644418026052,15,Organic Search
2025-05-25,P118,Furniture,49,118.86786416556376,0,Meta Ads
2025-05-25,P110,Furniture,23,22.350368773971905,5,Meta Ads
2025-05-25,P108,Furniture,8,63.74504457261862,5,Google Ads
2025-05-25,P111,Furniture,34,37.855076955956285,5,Organic Search
2025-06-01,P109,Home Decor,38,96.14500519548542,0,Google Ads
2025-06-01,P104,Home Decor,41,69.71268500338073,0,Email
2025-06-01,P120,Home Decor,41,36.76044147573222,5,Google Ads
2025-06-01,P107,Home Decor,32,56.02929099461189,0,Email
2025-06-01,P116,Home Decor,7,60.48212668809247,5,Email
2025-06-01,P105,Kitchen,46,47.224973885429854,0,Meta Ads
2025-06-01,P111,Kitchen,12,76.79301819169382,0,Google Ads
2025-06-01,P113,Kitchen,34,106.2071621814597,5,Google Ads
2025-06-01,P111,Kitchen,21,76.3901494674116,0,Google Ads
2025-06-01,P119,Kitchen,22,115.64227274511272,0,Organic Search
2025-06-01,P106,Kitchen,7,113.60219034228062,5,Meta Ads
2025-06-01,P113,Outdoor,25,87.93730068384141,0,Organic Search
2025-06-01,P104,Outdoor,14,84.5067392033562,10,Organic Search
2025-06-01,P104,Outdoor,10,97.60437577426745,5,Meta Ads
2025-06-01,P120,Outdoor,32,37.80924307756614,0,Meta Ads
2025-06-01,P106,Outdoor,36,40.5566517379457,0,Meta Ads
2025-06-01,P116,Electronics,44,92.30403266549776,0,Meta Ads
2025-06-01,P113,Electronics,6,93.54049731899735,10,Organic Search
2025-06-01,P106,Electronics,24,109.82484142703652,10,Google Ads
2025-06-01,P110,Electronics,31,40.35713095197112,0,Google Ads
2025-06-01,P113,Electronics,15,52.84481684985604,5,Google Ads
2025-06-01,P111,Electronics,39,16.653005864546085,0,Google Ads
2025-06-01,P117,Furniture,36,28.927680648100083,0,Email
2025-06-01,P103,Furniture,9,105.76549092117823,0,Organic Search
2025-06-01,P104,Furniture,23,61.4408495723692,5,Organic Search
2025-06-01,P111,Furniture,23,106.18313273384511,0,Meta Ads
2025-06-01,P102,Furniture,9,81.47262861744886,0,Meta Ads
2025-06-01,P112,Furniture,46,90.0855169347885,0,Meta Ads
2025-06-08,P111,Home Decor,31,86.14081945778689,0,Organic Search
2025-06-08,P111,Home Decor,9,20.711028594842674,5,Google Ads
2025-06-08,P109,Home Decor,26,31.40168971209531,5,Google Ads
2025-06-08,P104,Home Decor,44,89.03961028490914,0,Meta Ads
2025-06-08,P115,Home Decor,18,21.363515310065527,5,Meta Ads
2025-06-08,P101,Home Decor,47,62.625794991897585,0,Email
2025-06-08,P120,Home Decor,7,82.09837668606669,15,Organic Search
2025-06-08,P113,Kitchen,42,82.47064908398157,0,Meta Ads
2025-06-08,P111,Kitchen,44,77.3786919598198,5,Meta Ads
2025-06-08,P108,Kitchen,21,78.7189303317146,10,Google Ads
2025-06-08,P116,Kitchen,47,37.17934230465775,10,Email
2025-06-08,P115,Kitchen,31,92.4297390059211,0,Email
2025-06-08,P109,Kitchen,24,37.70383595841687,5,Organic Search
2025-06-08,P108,Kitchen,34,28.433377073737233,0,Organic Search
2025-06-08,P112,Kitchen,46,113.48634930055889,0,Organic Search
2025-06-08,P111,Kitchen,11,37.13327566275301,0,Email
2025-06-08,P118,Outdoor,14,22.85622654547217,0,Google Ads
2025-06-08,P120,Outdoor,44,27.01530945429765,0,Organic Search
2025-06-08,P108,Outdoor,12,38.06921299109705,0,Google Ads
2025-06-08,P110,Outdoor,40,85.76939185530169,0,Google Ads
2025-06-08,P105,Outdoor,8,30.42680197629593,0,Google Ads
2025-06-08,P102,Outdoor,15,74.15787827080467,10,Organic Search
2025-06-08,P105,Outdoor,14,68.07841984093571,0,Meta Ads
2025-06-08,P103,Outdoor,27,23.6385940490915,0,Google Ads
2025-06-08,P110,Electronics,38,63.13529953380099,5,Google Ads
2025-06-08,P116,Electronics,16,96.59017499343439,10,Meta Ads
2025-06-08,P115,Electronics,43,74.06829613366997,5,Google Ads
2025-06-08,P108,Electronics,31,69.88981486399632,0,Meta Ads
2025-06-08,P109,Electronics,48,87.13911081116046,5,Meta Ads
2025-06-08,P103,Electronics,20,49.46447609622564,0,Email
2025-06-08,P108,Furniture,21,100.87491209377811,0,Google Ads
2025-06-08,P113,Furniture,30,106.30863865985164,0,Meta Ads
2025-06-08,P107,Furniture,17,84.47506226106485,0,Organic Search
2025-06-08,P106,Furniture,34,104.69738284472025,0,Organic Search
2025-06-08,P102,Furniture,36,112.34799709576718,15,Organic Search
2025-06-15,P106,Home Decor,39,113.58397080433387,10,Meta Ads
2025-06-15,P112,Home Decor,35,75.1884354172071,0,Meta Ads
2025-06-15,P120,Home Decor,45,41.5278332152351,0,Email
2025-06-15,P120,Home Decor,26,93.92599806240652,5,Google Ads
2025-06-15,P110,Home Decor,24,54.535680217876326,0,Email
2025-06-15,P101,Kitchen,17,24.846535256986733,0,Meta Ads
2025-06-15,P118,Kitchen,27,45.603395916848356,0,Organic Search
2025-06-15,P115,Kitchen,43,15.67569720716355,5,Organic Search
2025-06-15,P116,Kitchen,22,68.85682730135039,5,Email
2025-06-15,P113,Kitchen,33,89.35279266456567,0,Email
2025-06-15,P111,Kitchen,25,19.772512545758577,5,Google Ads
2025-06-15,P119,Kitchen,13,64.17466952305043,5,Email
2025-06-15,P120,Kitchen,13,103.11394147293136,0,Google Ads
2025-06-15,P111,Outdoor,13,50.28074119396142,0,Meta Ads
2025-06-15,P113,Outdoor,12,44.51022376752336,0,Google Ads
2025-06-15,P101,Outdoor,46,56.16982557498013,5,Email
2025-06-15,P111,Outdoor,37,39.87799911519811,5,Email
2025-06-15,P108,Outdoor,10,53.418010003472446,0,Organic Search
2025-06-15,P113,Outdoor,12,96.40062544266968,0,Organic Search
2025-06-15,P111,Outdoor,25,115.95669408028178,5,Google Ads
2025-06-15,P107,Electronics,21,83.60526734026146,0,Google Ads
2025-06-15,P102,Electronics,41,107.90978735808045,5,Email
2025-06-15,P117,Electronics,17,16.079872073247664,5,Google Ads
2025-06-15,P109,Electronics,23,47.747340755191146,0,Meta Ads
2025-06-15,P108,Electronics,32,42.41009525465905,0,Meta Ads
2025-06-15,P108,Electronics,16,34.50197256054449,0,Meta Ads
2025-06-15,P104,Electronics,31,24.697855451694743,0,Google Ads
2025-06-15,P114,Furniture,38,34.88630887790884,0,Meta Ads
2025-06-15,P110,Furniture,24,94.15614868454087,0,Organic Search
2025-06-15,P103,Furniture,7,94.49005204335567,0,Google Ads
2025-06-15,P115,Furniture,45,84.66997736091248,0,Meta Ads
2025-06-15,P102,Furniture,24,94.53376677232535,0,Organic Search
2025-06-15,P116,Furniture,5,61.20609488348687,5,Email
2025-06-15,P103,Furniture,29,105.6292314622526,10,Meta Ads
2025-06-15,P101,Furniture,19,114.73946516583797,0,Google Ads
2025-06-22,P105,Home Decor,47,51.11555708855698,5,Meta Ads
2025-06-22,P104,Home Decor,25,101.2030068164098,0,Meta Ads
2025-06-22,P103,Home Decor,14,49.31344411506662,0,Meta Ads
2025-06-22,P111,Home Decor,9,25.367406722679917,0,Organic Search
2025-06-22,P105,Home Decor,49,76.43323643165132,0,Google Ads
2025-06-22,P116,Kitchen,44,18.40656183495463,5,Email
2025-06-22,P112,Kitchen,30,97.8966913345255,5,Google Ads
2025-06-22,P109,Kitchen,25,40.20742775119448,0,Google Ads
2025-06-22,P120,Kitchen,5,63.08254441557293,0,Google Ads
2025-06-22,P115,Kitchen,46,52.716918433182485,10,Meta Ads
2025-06-22,P117,Kitchen,39,51.836006480176636,0,Google Ads
2025-06-22,P115,Kitchen,30,31.383760190697576,10,Google Ads
2025-06-22,P106,Outdoor,18,55.00408373518199,10,Meta Ads
2025-06-22,P113,Outdoor,39,16.759411971700153,5,Meta Ads
2025-06-22,P117,Outdoor,38,18.429201382372067,0,Meta Ads
2025-06-22,P120,Outdoor,22,49.87152724735308,10,Google Ads
2025-06-22,P114,Outdoor,48,27.217640942272066,5,Google Ads
2025-06-22,P111,Outdoor,39,23.064320073014258,0,Google Ads
2025-06-22,P104,Outdoor,48,100.54045549454887,5,Email
2025-06-22,P117,Outdoor,5,61.63210088211489,5,Organic Search
2025-06-22,P106,Outdoor,18,44.20044908196743,0,Email
2025-06-22,P108,Electronics,32,110.2611391574226,0,Google Ads
2025-06-22,P113,Electronics,7,39.29496681956904,0,Email
2025-06-22,P111,Electronics,43,38.146830445768984,10,Google Ads
